date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:40:42	16780/16780	---M--	200	added ('OK')	image/png	etag:%22c068d-418c-4f7c31653e92c%22	http://love.grid.com.tw/images/ico/apple-touch-icon-144-precomposed.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/ico/apple-touch-icon-144-precomposed.png	(from http://love.grid.com.tw/)
14:40:43	5681/5681	---M--	200	added ('OK')	image/png	etag:%22c068f-1631-4f7c31653e92c%22	http://love.grid.com.tw/images/ico/apple-touch-icon-72-precomposed.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/ico/apple-touch-icon-72-precomposed.png	(from http://love.grid.com.tw/)
14:40:43	11392/11392	---M--	200	added ('OK')	image/png	etag:%22c0690-2c80-4f7c31653f8cc%22	http://love.grid.com.tw/images/ico/apple-touch-icon-114-precomposed.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/ico/apple-touch-icon-114-precomposed.png	(from http://love.grid.com.tw/)
14:40:44	4026/4026	---M--	200	added ('OK')	image/png	etag:%22c068e-fba-4f7c31653e92c%22	http://love.grid.com.tw/images/ico/apple-touch-icon-57-precomposed.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/ico/apple-touch-icon-57-precomposed.png	(from http://love.grid.com.tw/)
14:40:44	302/302	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202015%2006:38:13%20GMT	http://love.grid.com.tw/images/ico/favicon.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/ico/favicon.png	(from http://love.grid.com.tw/)
14:40:46	3324/3324	---M-Z	200	added ('OK')	application/javascript	etag:%22c0a26-cfc-4f7c31663798c%22	http://love.grid.com.tw/js/conditionizr.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/conditionizr.min.js	(from http://love.grid.com.tw/)
14:40:47	24682/24682	---M-Z	200	added ('OK')	application/javascript	etag:%22c06ad-606a-4f7c31654c3ec%22	http://love.grid.com.tw/js/masonry.pkgd.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/masonry.pkgd.min.js	(from http://love.grid.com.tw/)
14:40:49	58458/58458	---M-Z	200	added ('OK')	application/javascript	etag:%22c06b0-e45a-4f7c31654f2cc%22	http://love.grid.com.tw/js/bootstrap/bootstrap.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/bootstrap/bootstrap.js	(from http://love.grid.com.tw/)
14:40:50	56828/56828	---M-Z	200	added ('OK')	application/javascript	etag:%22c06b8-ddfc-4f7c3165521ac%22	http://love.grid.com.tw/js/plugins/core/nicescroll/jquery.nicescroll.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/core/nicescroll/jquery.nicescroll.min.js	(from http://love.grid.com.tw/)
14:40:50	1527/1527	---M-Z	200	added ('OK')	application/javascript	etag:%22c06b5-5f7-4f7c3165521ac%22	http://love.grid.com.tw/js/plugins/core/jrespond/jRespond.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/core/jrespond/jRespond.min.js	(from http://love.grid.com.tw/)
14:40:52	35303/35303	---M-Z	200	added ('OK')	application/javascript	etag:%22c0a2a-89e7-4f7c31663892c%22	http://love.grid.com.tw/js/jquery.genyxAdmin.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/jquery.genyxAdmin.js	(from http://love.grid.com.tw/)
14:40:53	23585/23585	---M-Z	200	added ('OK')	application/javascript	etag:%22c076c-5c21-4f7c31658dacc%22	http://love.grid.com.tw/js/plugins/charts/flot/jquery.flot.pie.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/charts/flot/jquery.flot.pie.js	(from http://love.grid.com.tw/)
14:40:53	92629/92629	---MC-	200	added ('OK')	text/javascript	date:Fri,%2008%20Feb%202013%2015:35:10%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	(from http://love.grid.com.tw/)
14:40:53	108036/108036	---M-Z	200	added ('OK')	application/javascript	etag:%22c076d-1a604-4f7c31658dacc%22	http://love.grid.com.tw/js/plugins/charts/flot/jquery.flot.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/charts/flot/jquery.flot.js	(from http://love.grid.com.tw/)
14:40:54	2433/2433	---M-Z	200	added ('OK')	application/javascript	etag:%22c0769-981-4f7c31658cb2c%22	http://love.grid.com.tw/js/plugins/charts/flot/jquery.flot.resize.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/charts/flot/jquery.flot.resize.js	(from http://love.grid.com.tw/)
14:40:54	3539/3539	---M-Z	200	added ('OK')	application/javascript	etag:%22c0768-dd3-4f7c31658cb2c%22	http://love.grid.com.tw/js/plugins/charts/flot/jquery.flot.tooltip.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/charts/flot/jquery.flot.tooltip.min.js	(from http://love.grid.com.tw/)
14:40:55	6038/6038	---M-Z	200	added ('OK')	application/javascript	etag:%22c0767-1796-4f7c31658cb2c%22	http://love.grid.com.tw/js/plugins/charts/flot/jquery.flot.orderBars.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/charts/flot/jquery.flot.orderBars.js	(from http://love.grid.com.tw/)
14:40:55	4343/4343	---M-Z	200	added ('OK')	application/javascript	etag:%22c076f-10f7-4f7c31658ea6c%22	http://love.grid.com.tw/js/plugins/charts/flot/jquery.flot.time.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/charts/flot/jquery.flot.time.min.js	(from http://love.grid.com.tw/)
14:40:57	44541/44541	---M-Z	200	added ('OK')	application/javascript	etag:%22c075d-adfd-4f7c31658abec%22	http://love.grid.com.tw/js/plugins/charts/sparklines/jquery.sparkline.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/charts/sparklines/jquery.sparkline.min.js	(from http://love.grid.com.tw/)
14:40:57	6372/6372	---M-Z	200	added ('OK')	application/javascript	etag:%22c0773-18e4-4f7c31658fa0c%22	http://love.grid.com.tw/js/plugins/charts/pie-chart/jquery.easy-pie-chart.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/charts/pie-chart/jquery.easy-pie-chart.js	(from http://love.grid.com.tw/)
14:40:57	25809/25809	---M-Z	200	added ('OK')	application/javascript	etag:%22c0766-64d1-4f7c31658cb2c%22	http://love.grid.com.tw/js/plugins/charts/flot/date.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/charts/flot/date.js	(from http://love.grid.com.tw/)
14:40:57	9541/9541	---M-Z	200	added ('OK')	application/javascript	etag:%22c0763-2545-4f7c31658bb8c%22	http://love.grid.com.tw/js/plugins/charts/gauge/justgage.1.0.1.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/charts/gauge/justgage.1.0.1.min.js	(from http://love.grid.com.tw/)
14:40:58	8308/8308	---M-Z	200	added ('OK')	application/javascript	etag:%22c0817-2074-4f7c3165b4bcc%22	http://love.grid.com.tw/js/plugins/forms/uniform/jquery.uniform.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/forms/uniform/jquery.uniform.min.js	(from http://love.grid.com.tw/)
14:40:59	5340/5340	---M-Z	200	added ('OK')	application/javascript	etag:%22c0777-14dc-4f7c31658fa0c%22	http://love.grid.com.tw/js/plugins/ui/jgrowl/jquery.jgrowl.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/ui/jgrowl/jquery.jgrowl.min.js	(from http://love.grid.com.tw/)
14:40:59	2900/2900	---M-Z	200	added ('OK')	application/javascript	etag:%22c0a2b-b54-4f7c31663892c%22	http://love.grid.com.tw/js/app.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/app.js	(from http://love.grid.com.tw/)
14:41:00	49340/49340	---M-Z	200	added ('OK')	application/javascript	etag:%22c072a-c0bc-4f7c31657c18c%22	http://love.grid.com.tw/js/plugins/misc/fullcalendar/fullcalendar.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/misc/fullcalendar/fullcalendar.min.js	(from http://love.grid.com.tw/)
14:41:01	10766/10766	---M-Z	200	added ('OK')	application/javascript	etag:%22c06a8-2a0e-4f7c31654b44c%22	http://love.grid.com.tw/js/pages/index.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/pages/index.js	(from http://love.grid.com.tw/)
14:41:01	66252/66252	---M-Z	200	added ('OK')	text/html	etag:%22c0a2d-102cc-4f7c31663892c%22	http://love.grid.com.tw/index.html	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/index-2.html	(from http://love.grid.com.tw/)
14:41:01	28948/28948	---M-Z	200	added ('OK')	text/html	etag:%22c0aa9-7114-4f7c31667712c%22	http://love.grid.com.tw/add-article.html	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/add-article.html	(from http://love.grid.com.tw/)
14:41:01	28956/28956	---M-Z	200	added ('OK')	text/html	etag:%22c0a2c-711c-4f7c31663892c%22	http://love.grid.com.tw/add-exchange.html	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/add-exchange.html	(from http://love.grid.com.tw/)
14:41:02	90055/90055	---M-Z	200	added ('OK')	application/javascript	etag:%22c0762-15fc7-4f7c31658bb8c%22	http://love.grid.com.tw/js/plugins/charts/gauge/raphael.2.1.0.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/charts/gauge/raphael.2.1.0.min.js	(from http://love.grid.com.tw/)
14:41:02	28887/28887	---M-Z	200	added ('OK')	text/html	etag:%22c0694-70d7-4f7c31654180c%22	http://love.grid.com.tw/add-message.html	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/add-message.html	(from http://love.grid.com.tw/)
14:41:02	2000/2000	---M--	200	added ('OK')	image/jpeg	etag:%22c0676-7d0-4f7c31652c04c%22	http://love.grid.com.tw/images/avatars/peter.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/avatars/peter.jpg	(from http://love.grid.com.tw/)
14:41:03	3031/3031	---M--	200	added ('OK')	image/jpeg	etag:%22c0685-bd7-4f7c31653aaac%22	http://love.grid.com.tw/images/avatars/milen.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/avatars/milen.jpg	(from http://love.grid.com.tw/)
14:41:03	1715/1715	---M--	200	added ('OK')	image/jpeg	etag:%22c0688-6b3-4f7c31653c9ec%22	http://love.grid.com.tw/images/avatars/anonime.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/avatars/anonime.jpg	(from http://love.grid.com.tw/)
14:41:03	34118/34118	---M-Z	200	added ('OK')	text/html	etag:%22c0aa8-8546-4f7c31667712c%22	http://love.grid.com.tw/message.html	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/message.html	(from http://love.grid.com.tw/)
14:41:04	3006/3006	---M--	200	added ('OK')	image/jpeg	etag:%22c0687-bbe-4f7c31653ba4c%22	http://love.grid.com.tw/images/avatars/sugge.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/avatars/sugge.jpg	(from http://love.grid.com.tw/)
14:41:04	33368/33368	---M-Z	200	added ('OK')	text/html	etag:%22c0a66-8258-4f7c316650fcc%22	http://love.grid.com.tw/friends.html	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/friends.html	(from http://love.grid.com.tw/)
14:41:04	35616/35616	---M-Z	200	added ('OK')	text/html	etag:%22c0640-8b20-4f7c3165010cc%22	http://love.grid.com.tw/settings.html	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/settings.html	(from http://love.grid.com.tw/)
14:41:04	33278/33278	---M-Z	200	added ('OK')	text/html	etag:%22c0aa7-81fe-4f7c31667712c%22	http://love.grid.com.tw/profile.html	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/profile.html	(from http://love.grid.com.tw/)
14:41:05	10514/10514	---M-Z	200	added ('OK')	text/html	etag:%22c0a65-2912-4f7c31665002c%22	http://love.grid.com.tw/login.html	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/login.html	(from http://love.grid.com.tw/)
14:41:07	16696/16696	---M--	200	added ('OK')	image/jpeg	etag:%22c0a87-4138-4f7c3166686cc%22	http://love.grid.com.tw/files/images/love_story_1.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_story_1.jpg	(from http://love.grid.com.tw/)
14:41:08	228002/228002	---MC-	200	added ('OK')	text/javascript	date:Fri,%2015%20Mar%202013%2000:48:30%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.10.2/jquery-ui.min.js	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/ajax.googleapis.com/ajax/libs/jqueryui/1.10.2/jquery-ui.min.js	(from http://love.grid.com.tw/)
14:41:08	23101/23101	---M--	200	added ('OK')	image/jpeg	etag:%22c0a97-5a3d-4f7c31667136c%22	http://love.grid.com.tw/files/images/love_gift_1.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_gift_1.jpg	(from http://love.grid.com.tw/)
14:41:09	20471/20471	---M--	200	added ('OK')	image/jpeg	etag:%22c0a8d-4ff7-4f7c31666b5ac%22	http://love.grid.com.tw/files/images/love_story_2.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_story_2.jpg	(from http://love.grid.com.tw/)
14:41:11	12167/12167	---M--	200	added ('OK')	image/jpeg	etag:%22c0a8e-2f87-4f7c31666b5ac%22	http://love.grid.com.tw/files/images/love_gift_3.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_gift_3.jpg	(from http://love.grid.com.tw/)
14:41:13	24314/24314	---M--	200	added ('OK')	image/jpeg	etag:%22c0aa2-5efa-4f7c31667618c%22	http://love.grid.com.tw/files/images/love_story_4.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_story_4.jpg	(from http://love.grid.com.tw/)
14:41:14	14857/14857	---M--	200	added ('OK')	image/jpeg	etag:%22c0a94-3a09-4f7c31666f42c%22	http://love.grid.com.tw/files/images/love_gift_4.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_gift_4.jpg	(from http://love.grid.com.tw/)
14:41:14	45822/45822	---M--	200	added ('OK')	image/jpeg	etag:%22c0a8f-b2fe-4f7c31666c54c%22	http://love.grid.com.tw/files/images/love_gift_2.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_gift_2.jpg	(from http://love.grid.com.tw/)
14:41:17	17712/17712	---M--	200	added ('OK')	image/jpeg	etag:%22c0aa3-4530-4f7c31667618c%22	http://love.grid.com.tw/files/images/love_gift_5.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_gift_5.jpg	(from http://love.grid.com.tw/)
14:41:18	17825/17825	---M--	200	added ('OK')	image/jpeg	etag:%22c0aa1-45a1-4f7c31667618c%22	http://love.grid.com.tw/files/images/love_story_6.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_story_6.jpg	(from http://love.grid.com.tw/)
14:41:18	9119/9119	---M--	200	added ('OK')	image/jpeg	etag:%22c0a84-239f-4f7c31666678c%22	http://love.grid.com.tw/files/images/love_gift_6.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_gift_6.jpg	(from http://love.grid.com.tw/)
14:41:19	37245/37245	---M--	200	added ('OK')	image/jpeg	etag:%22c0a8b-917d-4f7c31666a60c%22	http://love.grid.com.tw/files/images/love_story_5.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_story_5.jpg	(from http://love.grid.com.tw/)
14:41:20	8355/8355	---M--	200	added ('OK')	image/jpeg	etag:%22c0a9b-20a3-4f7c31667230c%22	http://love.grid.com.tw/files/images/love_gift_7.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_gift_7.jpg	(from http://love.grid.com.tw/)
14:41:23	22579/22579	---M--	200	added ('OK')	image/jpeg	etag:%22c0aa4-5833-4f7c31667618c%22	http://love.grid.com.tw/files/images/love_story_8.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_story_8.jpg	(from http://love.grid.com.tw/)
14:41:24	105925/105925	---M--	200	added ('OK')	image/jpeg	etag:%22c0a8c-19dc5-4f7c31666b5ac%22	http://love.grid.com.tw/files/images/love_story_3.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_story_3.jpg	(from http://love.grid.com.tw/)
14:41:25	11020/11020	---M--	200	added ('OK')	image/jpeg	etag:%22c0aa0-2b0c-4f7c3166751ec%22	http://love.grid.com.tw/files/images/love_story_9.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_story_9.jpg	(from http://love.grid.com.tw/)
14:41:25	31492/31492	---M--	200	added ('OK')	image/jpeg	etag:%22c0a86-7b04-4f7c3166686cc%22	http://love.grid.com.tw/files/images/love_gift_8.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_gift_8.jpg	(from http://love.grid.com.tw/)
14:41:26	60546/60546	---M--	200	added ('OK')	image/jpeg	etag:%22c0a96-ec82-4f7c3166703cc%22	http://love.grid.com.tw/files/images/love_story_7.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_story_7.jpg	(from http://love.grid.com.tw/)
14:41:26	33465/33465	---M-Z	200	added ('OK')	text/html	etag:%22c0693-82b9-4f7c31654180c%22	http://love.grid.com.tw/article-message.html	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/article-message.html	(from http://love.grid.com.tw/)
14:41:26	41539/41539	---M-Z	200	added ('OK')	text/html	etag:%22c0691-a243-4f7c31653f8cc%22	http://love.grid.com.tw/exchange.html	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/exchange.html	(from http://love.grid.com.tw/)
14:41:26	322/322	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202015%2006:38:55%20GMT	http://love.grid.com.tw/css/fonts/glyphicons-halflings-regular.eot	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/css/fonts/glyphicons-halflings-regular.eot	(from http://love.grid.com.tw/css/bootstrap/bootstrap.css)
14:41:27	23792/23792	---M--	200	added ('OK')	image/jpeg	etag:%22c0a89-5cf0-4f7c31666966c%22	http://love.grid.com.tw/files/images/love_gift_9.jpg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/files/images/love_gift_9.jpg	(from http://love.grid.com.tw/)
14:41:27	322/322	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202015%2006:38:56%20GMT	http://love.grid.com.tw/css/fonts/glyphicons-halflings-regular.eot?	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/css/fonts/glyphicons-halflings-regulard41d.eot	(from http://love.grid.com.tw/css/bootstrap/bootstrap.css)
14:41:27	323/323	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202015%2006:38:56%20GMT	http://love.grid.com.tw/css/fonts/glyphicons-halflings-regular.woff	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/css/fonts/glyphicons-halflings-regular.woff	(from http://love.grid.com.tw/css/bootstrap/bootstrap.css)
14:41:28	322/322	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202015%2006:38:56%20GMT	http://love.grid.com.tw/css/fonts/glyphicons-halflings-regular.ttf	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/css/fonts/glyphicons-halflings-regular.ttf	(from http://love.grid.com.tw/css/bootstrap/bootstrap.css)
14:41:28	322/322	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Jan%202015%2006:38:57%20GMT	http://love.grid.com.tw/css/fonts/glyphicons-halflings-regular.svg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/css/fonts/glyphicons-halflings-regular.svg	(from http://love.grid.com.tw/css/bootstrap/bootstrap.css)
14:41:31	77689/77689	---M--	200	added ('OK')	text/html	etag:%22c0a30-12f79-4f7c3166398cc%22	http://love.grid.com.tw/css/fonts/icomoon.eot	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/css/fonts/icomoon.html	(from http://love.grid.com.tw/css/icons.css)
14:41:31	77689/77689	---M--	200	added ('OK')	text/html	etag:%22c0a30-12f79-4f7c3166398cc%22	http://love.grid.com.tw/css/fonts/icomoon.eot?	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/css/fonts/icomoond41d.html	(from http://love.grid.com.tw/css/icons.css)
14:41:32	92392/92392	---M--	200	added ('OK')	text/html	etag:%22c0a39-168e8-4f7c31664832c%22	http://love.grid.com.tw/css/fonts/icomoon.woff	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/css/fonts/icomoon-2.html	(from http://love.grid.com.tw/css/icons.css)
14:41:35	201544/201544	---M--	200	added ('OK')	text/html	etag:%22c0a38-31348-4f7c31664738c%22	http://love.grid.com.tw/css/fonts/icomoon.ttf	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/css/fonts/icomoon-3.html	(from http://love.grid.com.tw/css/icons.css)
14:41:39	445704/445704	---M--	200	added ('OK')	image/svg+xml	etag:%22c0a31-6cd08-4f7c31663d74c%22	http://love.grid.com.tw/css/fonts/icomoon.svg	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/css/fonts/icomoon.svg	(from http://love.grid.com.tw/css/icons.css)
14:41:40	12799/12799	---M--	200	added ('OK')	image/png	etag:%22c0642-31ff-4f7c31650300c%22	http://love.grid.com.tw/images/glyphicons-halflings.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/glyphicons-halflings.png	(from http://love.grid.com.tw/css/icons.css)
14:41:41	8777/8777	---M--	200	added ('OK')	image/png	etag:%22c068a-2249-4f7c31653c9ec%22	http://love.grid.com.tw/images/glyphicons-halflings-white.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/images/glyphicons-halflings-white.png	(from http://love.grid.com.tw/css/icons.css)
14:41:44	2160/2160	---M--	200	added ('OK')	image/png	etag:%22c0812-870-4f7c3165b3c2c%22	http://love.grid.com.tw/js/plugins/forms/uniform/images/selects.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/forms/uniform/images/selects.png	(from http://love.grid.com.tw/js/plugins/forms/uniform/uniform.default.css)
14:41:44	2540/2540	---M--	200	added ('OK')	image/png	etag:%22c0815-9ec-4f7c3165b4bcc%22	http://love.grid.com.tw/js/plugins/forms/uniform/images/checkbox.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/forms/uniform/images/checkbox.png	(from http://love.grid.com.tw/js/plugins/forms/uniform/uniform.default.css)
14:41:45	4504/4504	---M--	200	added ('OK')	image/png	etag:%22c0811-1198-4f7c3165b3c2c%22	http://love.grid.com.tw/js/plugins/forms/uniform/images/radio.png	C:/Users/Sakurayo/Desktop/Lovemuseum/Love/love.grid.com.tw/js/plugins/forms/uniform/images/radio.png	(from http://love.grid.com.tw/js/plugins/forms/uniform/uniform.default.css)
